Date,Title,Excerpt,Category
06-03-2023,England Scraps Coronavirus Quarantine for ‘High Value’ Business Travellers from Saturday,"“High value” international business travellers will not have to quarantine when travelling to England, even if they come from places",business
05-05-2019,Elon Musk’s Starlink Gets ISP Licence to Operate in Nigeria,"The world’s richest man, Elon Musk has revealed that the Nigerian Communications Commission (NCC) has issued its firm, Starlink Internet",tech
21-08-2022,Trump Calls Bitcoin ‘a Scam Against the Dollar’,"Former US President Donald Trump has told Fox Business that he sees Bitcoin as a ""scam"" affecting the value of",tech
24-12-2020,South Africa Win Their First Women’s Cup of Nations Title with Final Win Over Morocco,"South Africa have finished runners-up five times, including the last edition in 2018.Read more",sports
07-05-2022,Nigeria: Opposition PDP Asks Court to Sack Zamfara Governor Matawalle Over Defection to APC,"Nigeria's main opposition party, the Peoples Democratic Party (PDP) has asked an Abuja division of the Federal High Court to",politics
18-08-2022,Nigerian Resident Doctors Suspend Nationwide Strike Two Months After,"Members of the National Association of Resident Doctors (NARD), have resolved to suspend their two months old industrial action. At",health
11-12-2019,"France, Lebanon Confirm First Cases of New Coronavirus Variant",Health authorities in France and Lebanon have confirmed their first cases of the coronavirus variant that prompted global travel restrictions,health
21-10-2020,Japan Expands State of Emergency as Tokyo Olympics Looms,Japan has expanded a coronavirus state of emergency hours in an effort to contain a worrying surge in infections nine,sports
05-03-2019,Prosecutors Demand Maradona’s Doctors Be Placed on Trial for ‘Negligent Homicide’,Prosecutors investigating the 2020 death of Argentine soccer legend Diego Maradona have asked that the medical staff who treated him,sports
04-02-2022,Lagos to Raise N25bn through Green Bond,"Lagos State Governor, Babajide Sanwo-Olu has signed a memorandum of understanding (MoU) with FMDQ Group and Financial Sector Deepening (FSD)",business
10-08-2021,Defiant UEFA Vote for Champions League Revamp Despite European Super League Threat,UEFA's executive committee has responded to the threat of a breakaway European Super League (ESL) by unanimously voting to sanction,sports
03-09-2020,Stade Malien Bamako Unveils Eguavoen as Coach on Tuesday,"Former Super Eagles Head Coach, Augustine Eguavoen, 55, is expected to arrive in Mali on Tuesday to be unveiled as",sports
18-12-2019,Ibrahimovic Out of Euro 2020,Striker Zlatan Ibrahimovic is out of Sweden's plans for this summer's European Championship due to a knee injury sustained while,sports
09-05-2021,Jonathan Won’t Be APC Presidential Flagbearer – Hilliard Eta,Against the backdrop of purported moves to impose former Nigeria President Goodluck Jonathan as presidential candidate of the All,politics
26-07-2019,"Twitter Working on Edit Button, Testing to Begin Soon for Twitter Blue Users","Twitter on Tuesday announced that it has been working on an edit feature ""since last year,"" with testing on the",business
11-04-2020,ARISE Fashion Week 2020: Selection Committee for ‘30 Under 30’ Begins Africa’s Biggest Talent Hunt,The 30 young and promising new designers ready to take on a post-Covid world are now being curated and will,entertainment
15-01-2022,Nigeria to Establish $2.63bn Company Dedicated to Infrastructure Development,Nigeria’s President Muhammadu Buhari has approved the establishment of a Public-Private Partnership styled infrastructure company named Infra-Co with an initial,business
19-12-2021,"Tennis Star Peng Shuai Appears in Beijing, WTA Not Reassured","Chinese tennis star Peng Shuai, whose whereabouts have been a matter of international concern for weeks, attended a tennis tournament",sports
01-12-2020,Instagram Crashes For Thousands of Frustrated Users Globally,"Social media giant Instagram appears to be down for many frustrated users around the world. DownDetector, an online platform that",tech
03-10-2021,Barca Legend Samuel Eto’o Involved in Car Accident in Cameroon,Former Barcelona and Inter Milan striker Samuel Eto'o is in stable condition after he was involved in a car accident,sports
29-12-2022,COP26: Fossil Fuel Industry Has Largest Delegation at Climate Summit,"There are more delegates at COP26 associated with the fossil fuel industry than from any single country, analysis shared with",business
23-12-2022,Nigeria: Ex-APC Chair Akande Recounts How Atiku Rejected Tinubu as Running Mate,"The former Interim National Chairman of the All Progressives Congress (APC), Chief Bisi Akande, has said that President Muhammadu Buhari’s",politics
13-12-2020,Stakeholders Deplore Nigeria’s Inability to Benefit from High Oil Prices,Stakeholders in the public finance accountability space in Nigeria on Thursday bemoaned the inability of the country to benefit from,business
06-01-2020,Nigeria: More Trouble For Embattled PDP Chairman Secondus as Ward Suspends Him,There appears to be more trouble for the embattled national chairman of Nigeria's opposition People's Democratic Party (PDP) Uche Secondus,politics
14-05-2022,Desmond Elliot Criticised over Social Media Regulation Speech,Nigerian actor turned politician Desmond Elliot has come under fire after a video resurfaced on Thursday in which he condemned,politics
20-08-2019,Report: APC Likely to Choose Consensus Candidate from Numerous Presidential Hopefuls through Carrot and Stick Approach,"The sudden dramatic mad dash to get the presidential ticket of the ruling All Progressives Congress (APC), even at a",politics
19-05-2022,Trump Escalates Claims of Voter Fraud on Twitter,President Donald Trump has continued to push his unsubstantiated claims of illegality in the voting process in states like Pennsylvania. The,politics
18-11-2022,"Frozen Food Packages Polluted by Coronavirus Could Cause Infection, China’s CDC Says",China’s disease control authority said on Saturday that contact with frozen food packaging contaminated by living new coronavirus could cause,health
25-10-2022,"US Covid-19 Fatality Rate Drops from 0.9% to 0.6%, Washington University Study Reveals",The likelihood that a coronavirus infection will prove fatal has dropped by nearly a third since April due to improved,health
01-03-2021,Nigeria: Campaign Group Rallies Support for Emefiele Presidency in Nasarawa,"The Unified Northern Nigeria Youth Forum (UNNYF), which is advocating that Governor of the Central Bank of Nigeria (CBN), Dr.",politics
13-02-2019,Man United 2-4 Liverpool: Firmino Brace Boosts Reds’ Top Four Hopes,Liverpool's top-four hopes are still alive after Roberto Firmino's brace helped them to a 4-2 win over Manchester United at,sports
24-01-2022,Tesla’s 3:1 Stock Split Wins Shareholder Approval—Here’s What It Means for Investors,Shares of electric vehicle maker Tesla rallied in after-hours trading Thursday as the company won shareholder approval for a 3:1,business
14-03-2020,Buhari May Impose Jonathan as APC Consensus Presidential Candidate This Week,"Nigeria President Muhammadu Buhari may unveil the consensus presidential candidate of the All Progressives Congress this week, just as indications",politics
11-01-2021,"Nigeria: Lagos, 5 Other States, Federal Capital on Red Alert Over Third Covid Wave",Nigeria’s federal government has put six states and the Federal Capital Territory (FCT) on red alert as part of the,health
03-10-2021,Chinese Probe Prepares to Return Moon Rocks to Earth,A Chinese probe that landed on the moon transferred rocks to an orbiter Sunday in preparation for returning samples of,tech
14-03-2019,Travel Insurance Requirement to Enter South Africa Scrapped,Visitors travelling to South Africa will no longer require travel insurance to enter the country- a condition put in place,business
04-08-2022,"Nigeria Declines Consent to Seplat, Mobil Oil Producing Assets Acquisition Deal",Nigeria's federal government has declined its consent to the proposed acquisition of oil and gas assets belonging to Mobil Oil,business
14-05-2021,"Nigeria-Russia Chamber of Commerce Needed to Consolidate Trade, Nigeria VP Osinbajo Says","Nigeria’s Vice President, Prof. Yemi Osinbajo has stated that the existence of Nigeria-Russia Chamber of Commerce and Industry will help",business
22-08-2020,"Nigeria’s Parliament Goes Digital, House of Reps. Installs Devices for Plenary",By Abel Ejikeme Nigeria's House of Representatives has installed new digital devices and software in the chamber it says will aid proceedings in the lower chamber.,politics
27-02-2019,New York to Terminate Trump Contracts After Capitol Insurrection,"New York City will terminate business contracts with President Donald Trump after last week’s insurrection at the US Capitol, Mayor",business
21-04-2022,"New Goalkeeper, Mendy, Undergoes Medical ahead of Chelsea Move","Rennes goalkeeper, Edouard Mendy, is undergoing a medical with Chelsea as he prepares to join the club, Blues manager Frank",sports
30-05-2021,US Urges Pregnant Women to Vaccinate as Delta Surges,The Uinted States Centers for Disease Control and Prevention urged all pregnant women Wednesday to get the COVID-19 vaccine,health
30-01-2023,"Bitcoin is ‘Economic Side Show’ and Poor Hedge against Stocks,  JP Morgan Says","Bitcoin is an “economic side show” and a poor hedge against a decline in equity prices, analysts at JP Morgan",business
01-04-2019,"Nigeria: Rivers Governor Wike Goes to  Supreme Court Over VAT, Wants Stay of Execution Nullified",The Rivers State government on Tuesday asked the Supreme Court of Nigeria to quash the ruling of the Court of,business
22-02-2019,Chadwick Boseman Named Best Actor at SAG Awards for Final Film Before His Death,Chadwick Boseman posthumously won the SAG Award on Sunday for outstanding performance by a leading man for his work in ‘Ma,entertainment
25-06-2022,Man United Lose £70m to Covid-19,"Manchester United lost £70million in the period to June 30, 2020, as a direct result of the coronavirus pandemic. The",sports
16-11-2022,‘I Am Ready for Tyson Fury’: Anthony Joshua Throws Down the Gauntlet,British-Nigerian unified heavyweight champion of the world Anthony Joshua has set his sights on a title showdown with fellow Briton,sports
01-02-2020,"Buhari Praises Ogun Governor Abiodun for ‘Promises Made, Promises Kept’",Nigeria's President Muhammadu Buhari said on Thursday in Ogun State that he had found in Governor Dapo Abiodun a politician,politics
08-12-2022,"US Curbs Chinese Drone Maker DJI, Other Firms It Accuses of Aiding Rights","The U.S. government put investment and export restrictions on dozens of Chinese companies on Thursday, including top drone maker DJI,",business
21-08-2022,Kevin Spacey Pleads Not Guilty to Sexual Assault,Actor Kevin Spacey has pleaded not guilty to four charges of sexually assaulting three men.Read more,entertainment
28-07-2020,"Juventus Sack Pirlo as Head Coach, Allegri Announcement Imminent",Italian football club Juventus has sacked Andrea Pirlo as head coach and are close to announcing the return of Massimiliano,sports
03-11-2019,Zinedine Zidane Headbutt Statue to Be Re-Installed in Qatar Ahead of 2022 World Cup,A statue immortalising Zinedine Zidane's headbutt during the 2006 World Cup final will be re-installed in Qatar after it was,sports
14-03-2023,Nigeria’s Central Bank Bans Sale of Forex to BDCs,The Central Bank of Nigeria (CBN) has banned sale of foreign exchange (FX) to Bureau De Change (BDC) operators in,business
04-10-2022,Lingard Haunts West Ham as Man United Secure Comeback Win at London Stadium,"Super-sub Jesse Lingard scored a stunning last-minute winner as Manchester United secured a comeback 2-1 win at West Ham. Lingard,",sports
28-05-2020,China Denounces Taiwan President Tsai’s National Day Speech,"China has denounced Taiwan’s national day speech, during which President Tsai Ing-wen said her government will not bow down to",politics
05-05-2019,Ten Hag Loses First Man United Game as Brighton Win,Brighton Survived a Late Onslaught to Secure a First Win at Old Trafford and Condemn Erik Ten Hag to a,sports
17-11-2020,Star-studded Concert Marks Biden Inauguration,"Big names like Bruce Springsteen, Justin Timberlake, the Foo Fighters and Katy Perry were just a few of the famous",entertainment
24-01-2022,"Nigeria: PDP’s Presidential Aspirants Hit 13, More Coming as Party Harvests N486m from Form Sales","With 13 presidential aspirants picking forms, the main opposition Peoples Democratic Party (PDP) has harvested N486 million from the sales",politics
31-05-2019,"West Africa Has Highest Rate of Maternal Mortality, Low Girl-Child Education, Says Wife of ECOWAS President","Wife of President of the Economic Commission of West African States (ECOWAS), Mrs Jacqueline Brou has lamented the prevalence of",health
30-06-2022,Johnny Depp Leaves ‘Fantastic Beasts’ Franchise After Losing Libel Case,Johnny Depp has left the Fantastic Beasts film franchise after being asked to resign by Warner Bros. The actor announced,entertainment
08-01-2019,Saad Hariri Renamed Lebanon PM a Year after Stepping Down,"Former Lebanese Prime Minister Saad Hariri has been tasked with forming his fourth government, winning a slim majority of votes",politics
26-11-2022,Arsenal Concede Late Equaliser Against Slavia Prague in Europa Quarter-final,Arsenal were left frustrated as Slavia Prague netted a potentially key away goal in the dying seconds of Thursday night’s,sports
19-03-2022,Eight Covid-19 Cases Puts Raja Casablanca’s Champions League S/Final with Zamalek in Jeopardy,"Raja Casablanca on Tuesday announced six new Covid-19 cases among their players, just a day after their 1-0 home defeat",sports
15-05-2019,Atiku: Judge Me with My Track Record as Vice President,With the publications of personal particulars of all candidates for the Presidential and National Assembly candidates concluded by the Independent,politics
03-04-2019,Odegaard Completes Medical Ahead of Arsenal Move,Martin Odegaard has completed a medical at Arsenal ahead of a loan move from Real Madrid. Arsenal have agreed to,sports
16-09-2020,Renato Sanches: Portugal Midfielder Signs Five-Year Deal with PSG,"The 24-year-old joins the Parisians from Lille, where he won the Ligue 1 title in 2020-21.Read more",sports
19-10-2020,US CDC Report Says Delta Variant as  Contagious as Chickenpox,"The Delta variant is much more contagious, more likely to break through protections afforded by the vaccines and may cause",health
26-03-2021,Black Panther’s Letitia Wright Faces Backlash After Sharing Anti-vaccination Video,Letitia Wright has faced Twitter backlash after posting a link to a YouTube video questioning whether people should take any,entertainment
03-08-2020,Obaseki Wins Orhionmwon LGA,"Peoples Democratic Party candidate in Edo State governorship election, Mr. Godwin Obaseki, has won Orhionmwon local government area, with 13,445",politics
23-12-2020,THISDAY Group Announces New Appointments as Nwabogor Replaces Osime as Editor of Style Magazine,The board of directors of THISDAY Group has announced new appointments for THISDAY STYLE with immediate effect. Following the approval,entertainment
14-10-2020,"Millions Risk Contracting Neglected Tropical Diseases, Says Nigeria’s Health Ministry",The Federal Ministry of Health (FMoH) says 122 million people in Nigeria are at risk of getting Neglected Tropical Disease.,health
20-04-2021,Nigeria: NNPC Boss Kyari Calls for Transparency in IOCs’ Operations,"The Group Managing Director of the Nigerian National Petroleum Corporation (NNPC), Mallam Mele Kyari, Tuesday called on International Oil Companies",business
05-01-2023,Nigeria: Unease Over Yobe Governor Buni’s Alleged Plans for APC Chairmanship,There is rising tension in the ruling All Progressives Congress (APC) following an alleged plan by the Chairman of the,politics
21-05-2022,Euro 2020: Netherlands Secure Last-16 Spot After Comfortable 2-0 Win Against Austria,The Netherlands have booked a spot in the Euro 2020 last 16 as Group C winners after an early Memphis,sports
15-03-2019,"Nigeria: Southern Leaders Laud Buhari, Northern APC Governors for Conceding Presidency to South",The decision this weekend by President Muhammadu Buhari and Northern Governors of the ruling All Progressives Congress (APC) to concede,politics
12-11-2019,Russia’s World No 1 Daniil Medvedev Faces Possible Ban By Tennis Governing Body,New world number one Daniil Medvedev’s spot atop the rankings could be under threat amid calls for Russia and Belarus,sports
08-08-2022,Samuel Eto’o Announces Candidacy for Presidency of Cameroon Football Federation,Former Cameroon international Samuel Eto'o is to stand as a candidate in the race for the presidency of his country's,sports
15-01-2020,Vinicius’ Brace Helps Real Madrid Rally For Levante Draw in Thrilling Game,Real Madrid came from behind with a brace from Vinicius Jr. in a thrilling 3-3 draw with upstart Levante in,sports
27-12-2022,Chelsea Hold Talks with Barcelona over Shock Move for Aubameyang,The Blues have already signed Raheem Sterling but Thomas Tuchel is eager to add another forward to his ranks.Read more,sports
01-02-2019,Man City Beat Tottenham in Carabao Cup Final With Late Laporte Goal,Manchester City dominated Tottenham Hotspur in the Carabao Cup final but just managed to sneak a 1-0 win to secure,sports
02-12-2022,"New York Orders Schools to Close on Thursday as US Records 250,000 Covid Deaths","The US has recorded more than 250,000 deaths from Covid-19, a bleak marker as cases soar once again across the",health
13-07-2019,"Nigeria to Ramp Up Investment in Fossil Fuel, Says Deputy Oil Minister Sylva","Nigeria’s federal government on Tuesday said it would continue to ramp up investments in the country’s hydrocarbons, despite the current",business
18-09-2019,Netflix Stocks Rise after Raising Prices for US Customers,The streaming media company is raising the prices on its standard and premium plans for US customers. Its standard plan,tech
05-04-2019,"NNPC Must Focus on Profitability and Operate at Par with Global Industry Peers, Buhari Tells New Board","President Muhammadu Buhari has mandated the Board of the newly incorporated Nigerian National Petroleum Company (NNPC) Limited, to ensure that",business
22-11-2019,Dr. Dre Says He’s ‘Doing Great’ after Being Hospitalized in ICU for Apparent Brain Aneurysm,"Dr. Dre is recovering from a possible brain aneurysm. In an Instagram message posted on Tuesday night, the hip-hop icon",entertainment
15-04-2022,"French Champions PSG Sack Tuchel, Pochettino Favourite to Take Charge","French Ligue 1 champion Paris Saint Germain have sacked their manager Thomas Tuchel, multiple news outlets are reporting. Tuchel took charge of",sports
19-11-2019,"Following Nigeria’s 0.51% GDP Growth in Q1 2021, Analysts List Ways to Boost Momentum",Analysts on Sunday urged the federal government to continue to develop policies to attract investments to Nigeria and to sustain,business
16-11-2022,Atletico Madrid 0-1 Chelsea: Giroud Wonder Goal Hands Londoners Champions League Advantage,Olivier Giroud scored a Champions League goal for the ages as Chelsea beat Atletico Madrid 1-0 in Bucharest to seal,sports
11-03-2021,Netflix Cancels First African Original Series ‘Queen Sono’,"Netflix has halted plans for a second season of its debut African Original series, 'Queen Sono', despite its initial renewal.",entertainment
05-12-2020,"Congo’s Sassou Wins Election By Landslide, Extends 36-Year Reign as President","Congo Republic President Denis Sassou Nguesso has been re-elected with more than 88% of the vote, official results showed on",politics
15-06-2021,US Aviation Clears Boeing 737 Max to Fly Again,US Federal Aviation Administration has cleared Boeing 737 Max to fly again after 20 months and a pair of deadly,business
21-02-2023,Rihanna Honoured as ‘National Hero’ of Barbados,"Rihanna smiled under her face mask as she heard her name called in the pre-dawn hours of Tuesday, but hesitated",entertainment
29-03-2019,"Nigeria Suspends Sale, Registration of New SIM Cards",The Nigerian Communications Commission (NCC) has directed mobile network operators to immediately suspend the sale and activation of new SIM,tech
27-05-2021,Picasso Masterpieces Fetch Nearly $110m at Las Vegas Auction,Eleven Pablo Picasso artworks that have been on display at a Las Vegas hotel for more than two decades have,entertainment
13-12-2022,"Vaccine Rollout, US Stimulus Boost Global Economic Outlook, OECD Says",The global economic outlook has brightened as vaccine rollouts gain speed and the United States launches a vast new stimulus,business
26-02-2021,"Again, Nigerian Court Nullifies Securities Commission’s Removal of Oando Directors",A Federal High court sitting in Kano on Thursday overruled the removal of directors of Oando Plc by the Securities,business
01-09-2021,"Opposition PDP Slams Buhari, Says Appointment of New Service Chiefs Late, Demands Probe of Buratai, Others",Nigeria's opposition Peoples Democratic Party (PDP) has described the appointment of new service chiefs by President Muhammadu Buhari as rather late,politics
20-02-2022,Nigeria: Coscharis Group Founder Maduka Loses Wife,"The Coscharis Group Plc on Sunday announced the sudden death of their Vice President, Mrs. Charity Maduka at her family",business
07-09-2019,"Nigeria: Amended Electoral Bill Bars Ministers, Commissioners from Contesting in Primaries",Should President Muhammadu Buhari sign the new Electoral Act amendment bill recently forwarded to him by the National Assembly into,politics
28-07-2019,"Arsenal ‘Still Paying Over 90% of Mesut Ozil’s Huge £350,000-a-week Wages’ Despite German Joining Fenerbahce","Cash-strapped Arsenal are paying Mesut Ozil more than £315,000 a week not to play for them until the end of",sports
14-11-2019,‘Deontay Wilder Wants $20m’ to Let Joshua-Fury Fight Happen,Tyson Fury does not expect to face Anthony Joshua in his next fight after Deontay Wilder requested $20m to step,sports
16-07-2021,"Investors Flock to $5 Billion Alibaba Bond Deal, Shrug off Regulatory Woes","Alibaba Group Holding Ltd’s $5 billion U.S.-dollar bond offering received demand for eight times the debt offered, underscoring global investors’",business
02-01-2023,"Apple, Hyundai Set to Agree Electric Car Tie-up",Hyundai Motor and Apple Inc plan to sign a partnership deal on autonomous electric cars by March and start production,tech
24-03-2020,Nigeria: APC Zoning Presidency to South Puts PDP in Quandary,"The decision, Tuesday, by the ruling All Progressives Congress (APC) to zone its presidential ticket to the Southern part of",politics
25-12-2019,Arteta Says Arsenal’s 3-3 Draw With West Ham Will Give Him ‘Nightmares’ Despite Second-half Fightback,Mikel Arteta says Arsenal’s draw with West Ham is going to give him “nightmares”. The Gunners drew 3-3 with West,sports
09-05-2019,Harry Kane Informs Tottenham He Wants to Leave This summer,"Harry Kane has told Tottenham he wants to leave the club this summer, ESPN is reporting. The American media organisation",sports
05-10-2021,"Libya’s Presidency Council Suspends Foreign Minister, Government Rejects the Decision","Libya’s Presidency Council has suspended Foreign Minister Najla Mangoush for “administrative violations” and barred her from traveling, its spokesperson said",politics
02-03-2019,HBO to Release ‘Special Episodes’ of Hit Show Euphoria,Two brand new episodes of hit US show ‘Euphoria’ will be released ahead of its second season. Lead actress Zendaya,entertainment
23-05-2019,US Senators Question Apple and Google on App Store Dominance,A panel of US senators questioned officials from Apple Inc and Alphabet Inc’s Google on Wednesday about the dominance of,business
28-05-2020,"‘I Was Afraid’: Prince Harry, Oprah Discuss Mental Health","For Harry, returning to London to attend Prince Philip’s funeral last month meant once more facing a place where he",health
19-10-2020,"I’m Running as Nigerian Presidential Aspirant, Not as Northerner, Says Senate President Lawan","The President of the Senate, Ahmad Lawan, on Thursday said his presidential bid is in his capacity as a Nigerian",politics
08-09-2019,Rivers Governor Wike Commences Implementation of VAT Law,"Governor of Rivers State in Nigeria’s Niger Delta, Nyesom Wike, has raised the alarm over underhand moves by the federal",business
23-12-2019,"Nigeria Spends Over $131m Monthly on Electricity Subsidy, Power Minister Says","The federal government of Nigeria says it is still paying over $131.14million in electricity tariff subsidy, despite the recent hike",business
10-11-2021,"Nigeria: Foisting Northern Presidential Candidates Will Be Grave Tragedy, Say Southern and Middle Belt Leaders",The Southern and Middle Belt Leaders' Forum (SMBLF) has condemned in strong terms the decision by the two main political,politics
27-03-2019,German Auto Giants Place Their Bets on Hydrogen Cars,"Battery power may be the frontrunner to become the car technology of the future, but don’t rule out the underdog",tech
29-05-2020,Nigeria: Supreme Court Upholds Electoral Commission’s Power to Deregister Political Parties  The,Supreme Court of Nigeria on Friday put a final lid on the prospect of reinstating the 74 political parties deregistered,politics
19-03-2020,NNPC Says Global Gas Crisis May Push Oil Prices $10 Higher in Three Months,"The Nigerian National Petroleum Corporation (NNPC) on Wednesday said the global natural gas crisis, which has resulted in rising prices,",business
16-10-2020,Sri Lanka: Acting President Declares State of Emergency Ahead of MPs’ Vote,The specific legal provisions of the latest emergency are yet to be announced but previous emergency regulations have been used,politics
05-02-2023,Simone Biles Withdraws from More Olympics Event Finals,Simone Biles has withdrawn from the vault and uneven bar apparatus finals at the Tokyo Olympics on Saturday as the,sports
12-10-2022,Super Eagles to Play June 2 Friendly Against Ecuador in New Jersey,The Nigeria Football Federation and the Federación Ecuatoriana de Fútbol on Friday announced that the ‘A’ National Teams of both,sports
01-10-2020,"World’s Eyes are On Nigeria Ahead of 2023 Elections, US Ambassador Says","The United States Ambassador to Nigeria, Mary Beth Leonard, on Thursday, said the eyes of the world would be on",politics
13-12-2021,Toshiba CEO Resigns Ahead of Vote on Spin-off Plan,"Toshiba's CEO resigned on Tuesday, adding fresh uncertainty weeks before a key shareholder meeting on a plan to spin off",business
04-04-2019,1000 Arrested in Kenya For Flouting COVID-19 Restrictions,At least 1000 people have been arrested by the Kenyan Police for flouting COVID-19 containment measures as the country faces surging,health
25-07-2020,Currency Printing: Nigeria’s Opposition PDP Demands Sack of Finance Minister For ‘Misleading Citizens’,"Nigeria's main opposition political party, Peoples Democratic Party (PDP) has demanded the immediate sack of the country's minister of finance,",politics
19-06-2019,China’s Smartphone Shipments Rebound to Pre-pandemic Levels in January,"China’s smartphone shipments nearly doubled in January 2021 versus a year ago, government data published on Tuesday showed, rebounding from",tech
03-11-2019,Naira Weakens to N600/$ at Parallel Market as Politicians Mop Up Dollars,Politicians stocking up dollars ahead of political parties’ primary elections over the weekend have driven the naira to a new,business
25-03-2022,"Nigeria: Ex-President Jonathan Not Qualified To Be APC Presidential Candidate, Says Party Vice  Chairman Lukman","The National Vice Chairman, North West, of the All Progressives Congress (APC), Dr. Salihu Lukman, has said as far as",politics
16-11-2022,Qatar 2022 Playoff: Super Eagles Storm Kumasi in Buoyant Mood,Nigeria’s contingent to Friday’s 2022 FIFA World Cup qualifying showdown with the Black Stars of Ghana landed at the Kumasi,sports
17-04-2021,Okonjo-Iweala’s Confirmation as WTO DG Hits New Snag with Geneva Lockdown,The World Trade Organisation’s (WTO) efforts to elect a new leader next week could be delayed for at least another,politics
09-05-2021,"Crude Oil Theft Hurting Nigeria’s Economy, Shell Laments","The Head, Corporate Relations, Nigeria and Director SPDC of Nigeria Limited, Mr. Igo Weli, explained that though Shell operates in",business
08-09-2019,G7 Summit: UK Pledges Covid-19 Vaccine Surplus to Poorer Countries,British Prime Minister Boris Johnson is pledging to donate most of the UK's surplus vaccine supply to poorer countries in,health
16-10-2020,Nigeria: Ondo State Governor Akeredolu Restates Case for State Police,"Ondo State Governor, Mr. Rotimi Akeredolu, Wednesday renewed the clamour for the decentralisation of the nation's policing system to empower",politics
15-10-2019,Netflix Loses Subscribers for First Time in More Than 10 Years,The number of Netflix subscribers has fallen for the first time in more than a decade. The streaming company lost,entertainment
04-06-2019,"China Bans Financial, Payment Institutions from Cryptocurrency Business","China has banned financial institutions and payment companies from providing services related to cryptocurrency transactions, and warned investors against speculative",tech
07-08-2021,IMF Approves $650bn SDRs To Member Countries Effective August 23,"As a way of helping struggling economies deal with the fallout from the Covid-19 pandemic, the International Monetary Fund has",business
28-09-2022,World Champions France Spring Back to Life with Victory Over Finland,France sprung back into life to end a five-game winless streak by beating visitors Finland 2-0 in a World Cup,sports
22-06-2020,Philippine Leader Duterte’s Preferred Successor Quits Presidential Race,"Philippine Senator Christopher “Bong” Go, the preferred successor of Rodrigo Duterte, said on Tuesday he was withdrawing his candidacy for",politics
04-05-2021,Oyetola Advises on Herbs as Solution to Illnesses,"Kasim Sumaina in Abuja The Osun State Governor, Adegboyega Oyetola has said the solution to human illnesses lies in herbs",health
28-11-2021,Billionaire Alibaba Founder Jack Ma Reappears in Hong Kong,"Alibaba Group founder Jack Ma, largely out of public view since a regulatory clampdown started on his business empire late",business
28-10-2021,Ghana Election: Opposition Candidate Expresses Worry Over Hitches at Polling Stations,"Opposition Candidate in Ghana's Presidential election, John Mahama has expressed worry over hitches that have been recorded in some of the",politics
19-04-2019,"Nigeria: House to Meet with NNPC GMD, DG NCAA, Jet A1 Marketers Over Aviation Fuel Scarcity","Worried about the present challenge being faced by airline operators following the hike in the price of aviation fuel, the",business
01-01-2022,"Obasanjo, Buhari and the Impunity of Nepotism","Chido Nwangwu, Founder, USAfrica Multimedia Networks draws a comparison between former President Olusegun Obasanjo and President Muhammadu Buhari, while establishing",politics
14-10-2021,Pfizer Seeks Emergency Approval for Covid-19 Vaccine in India,"Pfizer Inc has applied for emergency use authorisation of its coronavirus vaccine in India, media said on Sunday, the first",health
08-01-2022,Liverpool 1-1 Chelsea: Resilient 10-man Blues Secure Draw at Anfield,"Ten-man Chelsea survived a strong second half from Liverpool to leave Anfield with a point on Saturday, securing a 1-1",sports
07-04-2021,"Nigeria’s Stock Investors Gain $5bn in October, Market Closes as World’s Second Best",Investors in the Nigerian equity market gained N1.934 trillion (about $5bn) in October as the market recorded its best monthly,business
17-12-2021,"Millions Vote in India Elections as Deaths, Cases Reach Record High",People in the Indian state of West Bengal are voting in the final phase of elections despite soaring coronavirus cases.,politics
27-10-2022,"Biden’s Health Improving, No Close Contacts Tested Positive for Covid, White House Says",The White House has sought to underscore Biden's ability to work through his illness.Read more,health
30-05-2019,"White House Refuses to Say Trump Has Faith in Attorney General, as Sack Rumours Swirl","President Donald Trump’s spokeswoman refused to say Wednesday whether Trump still has faith in Attorney General William Barr, a day",politics
19-12-2021,"Nigeria: Monitoring Direct Primaries Has Financial, Security Implications, INEC Says",The Independent National Electoral Commission (INEC) has explained that the monitoring of the direct primaries of the 18 registered political,politics
21-08-2019,Covid: New WHO Group May Be Last Chance to Find Virus Origins,The World Health Organization (WHO) says a new taskforce may be the last chance to find the origins of Covid-19.,health
09-05-2019,Seun Kuti Relaunches Fela’s ‘Movement of the People’ Political Party,"Nigerian musician Seun Kuti has announced the revival of his father's political party, the Movement of the People. The youngest",entertainment
24-05-2019,"Nigeria: It’s Igbo’s Turn to Produce President in 2023, Afenifere, MBF, PANDEF Insist","As the political parties ready for their primaries ahead of the 2023 general election, the general sentiment in the country",politics
08-01-2022,"It’s Official, Barcelona Sign Sergio Aguero","Barcelona have completed the signing of Sergio Aguero on a free transfer, following the end of his contract with Manchester",sports
31-10-2019,AfDB to Support African Free Trade with $208bn Worth of Projects,"The President of the African Development Bank (AfDB), Dr. Akinwunmi Adesina on Wednesday disclosed that the bank will support the",business
24-11-2022,Moody’s Affirms AfDB’s AAA Credit Rating,"Moody’s Investor Service has affirmed the African Development Bank’s AAA credit rating, with a stable outlook. “The credit profile of",business
18-12-2019,Venezuela Sesks Economic Ties in Oil Production with Nigeria,"The Bolivarian Republic of Venezuela, has called for economic ties with Nigeria, particularly in the area of oil production. The",business
11-10-2020,"In Bid to Boost Prices, Saudi Arabia Ready to Extend Oil Cuts By OPEC+",Saudi Arabia is prepared to support extending oil cuts by OPEC and allies into May and June and is also,business
